word,length,q,rho_ratio_lower,rho_ratio_upper,delta_lower_nats,delta_upper_nats,states,reachable
485,3,11,8799515864335816403559399315200/8790662348997326823734322347151,4395643981663066866567338225561/4391221363190155109166348128400,0.001006643136725781,0.001006643136728326,99,53
485,3,16,592316030524475671474955314192/591720111987433604598416893155,3767395724581758009779915644879/3763605415299283197771363565092,0.001006588508513328,0.001006588508515238,144,61
486,3,9,4399858390569836480827172640185/4395432434203472787652001764284,400358154585043871609530166581/399955421686432000000000000000,0.001006437837732711,0.001006437837735360,81,44
486,3,11,47188452815299320060863580170/47141408920008826001339293581,247211687237478746832114104939/246965232860715559466775863238,0.000997433862942162,0.000997433862944510,99,53
486,3,16,9715359249838449095577585572140/9705561428850305482308402932499,4487759227432850845528064333321/4483233377135644082787214849980,0.001008996636306485,0.001008996636308209,144,61
487,3,9,9691176916249580436175789017250/9681428255642240701664028518019,33779840087721785207585123551/33745859880856073664347195127,0.001006437837732468,0.001006437837735406,81,44
487,3,11,141566624303938743879754024765/141424188936014440946955320361,4044545680281927510158577441587/4040476314674802095235823813440,0.001006643136725218,0.001006643136728168,99,53
487,3,16,9715314074124775786675231696750/9705616872442771584110514863319,4442706423969994876237829887565/4438272000144006349705614636576,0.000998634155548783,0.000998634155550821,144,61
488,3,9,1981931320290050075311630768025/1979937633046923108573012241839,4449859605129756441039329271377/4445383350964104744672390054516,0.001006437837745439,0.001006437837748925,81,44
488,3,11,3263490907009103678460952375825/3260207389228388696153818711953,900795920573666507006685416071/899889596791467126546271187520,0.001006643136725915,0.001006643136730895,99,53
488,3,16,1974507254858952303419214821828/1972519198111059779896045214607,2243879633546572596582735774157/2241620355928846762778240762766,0.001007369441123849,0.001007369441125938,144,61
489,3,9,979047276213935274331546225481/978062421670794297248303713239,100088415074732880240979939885/99987732980315892160493249808,0.001006437837732606,0.001006437837736039,81,44
489,3,11,733292980157486397669725786485/732555187221202356385814660559,571345036475206040245945718681/570770185299073551054281770488,0.001006643136725050,0.001006643136727139,99,53
489,3,16,2428867305551076623842859418215/2426419722444226780116725502984,838949446539707038791732464637/838104032511463346846674942544,0.001008213644246707,0.001008213644248538,144,61
490,3,9,198195359146987516273099416487/197995985939712600000000000000,561867438129107920165981424729/561302231589025755888387654567,0.001006449164409231,0.001006449164415254,81,43
490,3,11,355956510071427341465009152574/355598369183867135835203988219,1483422265965046451995629551767/1481929740468451586937538576200,0.001006643136726017,0.001006643136728366,99,52
490,3,16,9774943451645689648381136507120/9765169450455046019589429079149,4449931738066042106770861484911/4445482235281561022158391836104,0.001000403841551080,0.001000403841553435,144,61
491,3,9,198193132027611523491508408171/197993763303303072021955230726,444379030831115388843258378943/443932015944271567192877719048,0.001006437837731078,0.001006437837734714,81,43
491,3,11,198193375547393410347584814686/197993965930154758142922222657,4044545680281927510158577441587/4040476314674802095235823813440,0.001006643136723933,0.001006643136728168,99,52
491,3,16,4152681613852031087019374892475/4148500367869227571070182573863,4044651937782358356420628984525/4040579464561604268132925754916,0.001007385778462275,0.001007385778464619,144,61
492,3,9,1977953696779614236375661388627/1975964010753492079118455970421,1599764511017271849450225307087/1598155257424608669689279676720,0.001006437837732572,0.001006437837734724,81,43
492,3,11,2966267243658470074243760411650/2963282773496169990583492666173,6287589405160785480063823972639/6281263231073587868940546086376,0.001006643136726050,0.001006643136728133,99,52
492,3,16,1645663430928906573546067231075/1644004845838930128443243511462,600012149297932783382138451347/599407425886128588796878856920,0.001008360169458866,0.001008360169461353,144,61
493,3,9,2224700705939963831586677253430/2222462809312697402158385256021,24395286172799390188404015902/24370746184790362016567297781,0.001006437837732440,0.001006437837734951,81,43
493,3,11,1486450315062401888330517310340/1484954742933261620947795906701,2022273070383272309739712974571/2020238387346148010439703505586,0.001006643137668671,0.001006643137671803,99,52
493,3,16,21973346967955804485001035604/21951226055576642441947349751,7910387606765912409188961722485/7902424095727286603708654286096,0.001007222733272569,0.001007222733274832,144,61
494,3,9,4053195260770324500000000000000/4049243297923240968988884884399,20183667871810744069538120384/20163988310275807036206466597,0.000975499692307763,0.000975499692309907,81,43
494,3,11,2209526516709580500000000000000/2207349581698280922386943843311,2472469545439693982186842961438/2470033545927061699006470965915,0.000985735229637468,0.000985735229639855,99,52
494,3,16,52493852507121812500000000000/52441477493836926274031261363,4859141195541061833537448862596/4854293054806192525580442935785,0.000998234200694689,0.000998234200696250,144,61
495,3,9,4845642629645825884674671002940/4840762783881913542477694642563,1795584157853423513895706999349/1793775899503361653415849456832,0.001007565958353928,0.001007565958356648,81,43
495,3,11,4895242736495113553510325672520/4890362444995745400573167288073,51853213568442922229870547841/51801518726937526070381845224,0.000997443042810042,0.000997443042812265,99,52
495,3,16,3290902357336461985746370285480/3287617536615115483974802669461,4443428901827581917190683909659/4438993684447752040449970096824,0.000998650470712525,0.000998650470714485,144,61
496,3,9,4845588458124790218087894508625/4840714127821119855842049409728,3603182942690320758815769945919/3599558387291314524197034146880,0.001006437837732571,0.001006437837734574,81,43
496,3,11,1185182437620104607916154752067/1183989971172598114246746751035,4044591539946652175111533581175/4040522090761299340946866126056,0.001006652402146524,0.001006652402149160,99,52
496,3,16,4441628933940983280942214399270/4437184918322534416564283960049,598373958290256052794850305515/597775262799059103175427402664,0.001001038216027005,0.001001038216029045,144,61
497,3,9,3953918643938089188216651834275/3949941272431832039222188163793,450397867838397121397994343943/449944798413519030936826405956,0.001006437837732539,0.001006437837735000,81,43
497,3,11,219987896286426422831542831241/219766556367058447081597346451,257370528649498725710653166417/257111576347936746172417348104,0.001006652402146805,0.001006652402149897,99,52
497,3,16,2428867305551076623842859418215/2426419722444226780116725502984,7536237772982942652661641318265/7528643464220072350681340308464,0.001008213644246707,0.001008213644248840,144,61
498,3,9,9790472762143249355889088510600/9780624216835696912470847591851,15013262166803905299399956279/14998159852926259395699318102,0.001006437825068666,0.001006437825072065,81,43
498,3,11,439975741914407028735008640697/439533062126640871931493400365,112599606225659578717099029347/112486314593784696053848341714,0.001006652402146788,0.001006652402153206,99,52
498,3,16,1974507254858952303419214821828/1972519198111059779896045214607,2243879633546572596582735774157/2241620355928846762778240762766,0.001007369441123849,0.001007369441125938,144,61
499,3,9,109863276719980781590238323360/109765089181562529064228740987,900695700886121768466251116801/899890726773071804678032277952,0.000894124441135932,0.000894124441141175,81,43
499,3,11,8898902004108512472043000267480/8890765296541599388348787516397,1348196944680148854720627365401/1346964221331085320974945203860,0.000914767881467423,0.000914767881469491,99,52
499,3,16,1097108961760492924479068740610/1096005001634587108572385423563,4415719948319291793256597939291/4411276653332166008959394735220,0.001006751347695481,0.001006751347697504,144,61
500,3,9,449909954142875297372963194121/449507858445149669009003087928,900695700886121768466251116801/899890726773071804678032277952,0.000894124441135662,0.000894124441141175,81,43
500,3,11,122096147530785365129924614460/121984508966044870571804239101,4003577453401721615810470509701/3999916783923075869592479179968,0.000914767881467707,0.000914767881469759,99,52
500,3,16,548554480880246462239534370305/548002500817293499287307728528,1495704100790761355358060385637/1494199056401386893283981729920,0.001006751347695581,0.001006751347697469,144,61
501,3,9,9790472762143249355889088510600/9780624216835696912470847591851,15013262166803905299399956279/14998159852926259395699318102,0.001006437825068666,0.001006437825072065,81,43
501,3,11,4449456371348629986733006192340/4444979569074093120825578684247,112599606225659578717099029347/112486314593784696053848341714,0.001006652402146827,0.001006652402153206,99,52
501,3,16,9774833228005939688409386373310/9764991317772061331532136159221,1495943955104066012085476236963/1494437745660114651219900045456,0.001007369441123958,0.001007369441125667,144,61
502,3,9,3953918643938089188216651834275/3949941272431832039222188163793,450397867838397121397994343943/449944798413519030936826405956,0.001006437837732539,0.001006437837735000,81,43
502,3,11,219987896286426422831542831241/219766556367058447081597346451,257370528649498725710653166417/257111576347936746172417348104,0.001006652402146805,0.001006652402149897,99,52
502,3,16,2428867305551076623842859418215/2426419722444226780116725502984,7536237772982942652661641318265/7528643464220072350681340308464,0.001008213644246707,0.001008213644248840,144,61
503,3,9,2933169033995743905675401039395/2930218466725792935730302890409,2936452523353148978498452704871/2933498653117657002132090559488,0.001006437837732727,0.001006437837734592,81,43
503,3,11,594580131456848572846835988431/593981897096795237488280559501,299261206839590319598027974237/298960106404020209840192408900,0.001006652402146273,0.001006652402149194,99,52
503,3,16,4441628933940983280942214399270/4437184918322534416564283960049,598373958290256052794850305515/597775262799059103175427402664,0.001001038216027005,0.001001038216029045,144,61
504,3,9,4845642629645825884674671002940/4840762783881913542477694642563,3999455564095839266228812170563/3995427878237816709563134057860,0.001007565958353928,0.001007565958356357,81,43
504,3,11,4449410895601178493006485191025/4444975074266086883651348778108,51853213568442922229870547841/51801518726937526070381845224,0.000997443042809986,0.000997443042812265,99,52
504,3,16,9776434946571727328766812248475/9766676578620821310728167305042,299193934731225082943568128687/298895293711288083252448451016,0.000998650470712473,0.000998650470714271,144,61
505,3,9,8042053908450250000000000000/8034212712500957313105546293,1631949013947146857948031253424/1630357824414806623138353473135,0.000975499692307956,0.000975499692310043,81,43
505,3,11,2209526516709580500000000000000/2207349581698280922386943843311,165157244622206265884795062583/164994523520888977890425129860,0.000985735229637468,0.000985735229639895,99,52
505,3,16,52493852507121812500000000000/52441477493836926274031261363,4859141195541061833537448862596/4854293054806192525580442935785,0.000998234200694689,0.000998234200696250,144,61
506,3,9,4449401473937725656532101474625/4444925680620766374699934366533,48790572345598780376808031804/48741492369580711534527667861,0.001006437837732558,0.001006437837735208,81,43
506,3,11,2972900630124803776661034620680/2969909485866522251915662114839,168522545194915342230675331172/168352988487118142895355689495,0.001006643137669005,0.001006643137671845,99,52
506,3,16,4738637087158092891943927947655/4733866627020429338182029612561,8074987830287809120043072425081/8066858613627395012754674323728,0.001007222733272681,0.001007222733274655,144,61
507,3,9,3263490920759379141380701671655/3260208072282195893892487161138,7188287438331002249861908105259/7181056513213233647681121929928,0.001006437837732644,0.001006437837734709,81,43
507,3,11,6916978998474052935363840853820/6910019572455263061133423150653,4044545680281927510158577441587/4040476314674802095235823813440,0.001006643136725989,0.001006643136728168,99,52
507,3,16,4857734587646493860742472108525/4852838710393156138602258573039,600012149297932783382138451347/599407425886128888763445121744,0.001008360169459016,0.001008360169460853,144,61
508,3,9,198193132027611523491508408171/197993763303303072021955230726,8899618290632654941387610882813/8890665883819715040721659890640,0.001006437837731078,0.001006437837734650,81,43
508,3,11,198193375547393410347584814686/197993965930154758142922222657,4044545680281927510158577441587/4040476314674802095235823813440,0.001006643136723933,0.001006643136728168,99,52
508,3,16,4936985321029003489637934842440/4932014376477932307400898915793,7549641808663057512543495938473/7542040236373275103318422355344,0.001007385778462216,0.001007385778464467,144,61
509,3,9,198195359146987516273099416487/197995985939712600000000000000,8089074165305730151621576226117/8080937018870148517081763989944,0.001006449164409231,0.001006449164415514,81,43
509,3,11,1483133621829235037121880205825/1481641386748085160288401282847,8089183088154745296398788315393/8081044264650004550410493543400,0.001006643136725938,0.001006643136728129,99,52
509,3,16,3959007169399926456929301615785/3955048543861180083219923419167,2247171273997603469460037887013/2244924319340900176405587963666,0.001000403841551202,0.001000403841553538,144,61
510,3,9,9889768483898071181878306943135/9879820053767457425652490756416,20017683014946576048195987977/19997546596063158434327565640,0.001006437837732873,0.001006437837737039,81,44
510,3,11,1779782550357138685300971461477/1777991845919339639095738735347,2022270772579409260633256378893/2020236091856097887093995097280,0.001006643136724901,0.001006643136727230,99,53
510,3,16,2428867305551076623842859418215/2426419722444226780116725502984,838949446539707038791732464637/838104032511463346846674942544,0.001008213644246707,0.001008213644248538,144,61
511,3,9,1981931320290050075311630768025/1979937633046923108573012241839,4044592097012988033905555119799/4040523514219556238075810687096,0.001006437837745439,0.001006437837749026,81,44
511,3,11,7907845978687634124252720766720/7899889605093208168919015908311,900795920573666507006685416071/899889596791467126546271187520,0.001006643136725920,0.001006643136730895,99,53
511,3,16,9774833228005939688409386373310/9764991317772061331532136159221,1495943955104066012085476236963/1494437745660114651219900045456,0.001007369441123958,0.001007369441125667,144,61
512,3,9,4449401411879937553052982999895/4444925618625402724156208100546,33779840087721785207585123551/33745859880856073664347195127,0.001006437837732881,0.001006437837735406,81,44
512,3,11,141566624303938743879754024765/141424188936014440946955320361,2966573026598684038079977175381/2963588248776957186415557579936,0.001006643136725218,0.001006643136728168,99,53
512,3,16,1977657318962228882569383947509/1975683348616694234022390792564,8886860928337881550694132971849/8877990635305183119753960288624,0.000998634155549266,0.000998634155550760,144,61
513,3,9,4399858390569836480827172640185/4395432434203472787652001764284,400358154585043871609530166581/399955421686432000000000000000,0.001006437837732711,0.001006437837735360,81,44
513,3,11,47188452815299320060863580170/47141408920008826001339293581,247211687237478746832114104939/246965232860715559466775863238,0.000997433862942162,0.000997433862944510,99,53
513,3,16,9715359249838449095577585572140/9705561428850305482308402932499,4487759227432850845528064333321/4483233377135644082787214849980,0.001008996636306485,0.001008996636308209,144,61
514,3,9,979047241472580185624197208423/978061283592660839141888258025,183524488289559951734927969093/183339668387391098875327125939,0.001007565958354428,0.001007565958356602,81,44
514,3,11,8799515864335816403559399315200/8790662348997326823734322347151,1483422265965046451995629551767/1481929740468451586937538576200,0.001006643136725781,0.001006643136728366,99,53
514,3,16,592316030524475671474955314192/591720111987433604598416893155,3767395724581758009779915644879/3763605415299283197771363565092,0.001006588508513328,0.001006588508515238,144,61
515,3,9,43122723227716500000000000000/43079779288429231562108347717,618178264460584735878152584479/617562649122063955762080874405,0.000996350258667070,0.000996350258669484,81,44
515,3,11,751484872009900500000000000000/750737030661054207911644769683,2472718110339282591427509697137/2470257381034098569336672366885,0.000995647060258366,0.000995647060260760,99,53
515,3,16,810717588133759800000000000000/809913747391454923985941095889,411472057161400536747297502063/411064075382408447014708238480,0.000992009460269816,0.000992009460271777,144,61
516,3,9,3963526967078129746389197456030/3959623727422653239174884093407,505524184814549748819069703501/505026349916146180427922623514,0.000985274702384930,0.000985274702387209,81,44
516,3,11,592535913436829563643176827289/591945738908365358268069600369,4044138362317840823702011997927/4040110340729770456171042294176,0.000996511134021087,0.000996511134023430,99,53
516,3,16,4936985321029003489637934842440/4932014376477932307400898915793,313911523319266914912052270877/313595452544310573482621516304,0.001007385778462216,0.001007385778464384,144,61
517,3,9,2224700705939963831586677253430/2222462809312697402158385256021,217677207298222893227134085809/217458238927895139724657723806,0.001006437837732440,0.001006437837734938,81,44
517,3,11,152456442570361002836147221405/152303050557259632876552807996,2224906861119525019266508990103/2222668300802642317749244167468,0.001006643136725532,0.001006643136728314,99,53
517,3,16,8900495644367923244901812605360/8891539712490970347356765929203,200019848298600642777702776137/199818582638014590946731642752,0.001006735031010932,0.001006735031014457,144,61
518,3,9,8898802947889188355868179774865/8889851361255129133754348797308,900800791750797891273165318277/899894647814964461761220681148,0.001006437837746826,0.001006437837749328,81,44
518,3,11,2447620682691831449014891579235/2445158041836195752902834482456,450398420772380825746915016861/449945258417545657621384065384,0.001006643137669784,0.001006643137673445,99,53
518,3,16,4887343762772752033874638112965/4882415652661840317228360417327,5389907261163050205101081767043/5384472395567346120303168945048,0.001008849925434811,0.001008849925437034,144,61
519,3,9,9889768483898071181878306943135/9879820053767458415632420454979,100088415074732880240979939885/99987732980315892160493249808,0.001006437837732772,0.001006437837736039,81,44
519,3,11,9790472619517932674317343143700/9780622066277918362493545276539,4044545684952258043556699714339/4040476319340433772301727672776,0.001006643136726086,0.001006643136728135,99,53
519,3,16,1319667130562165636045615278625/1318339243959688122974922972996,560979546344541482050820871017/560415072768891324866372349108,0.001006735031010674,0.001006735031012809,144,61
520,3,9,198193132027611523491508408171/197993763303303072021955230726,8089083275532017417900816091791/8080946211462367884720380921880,0.001006437837731078,0.001006437837734535,81,44
520,3,11,1483133621829235037121880205825/1481641386748085160288401282847,8899627361536428375928007641093/8890673120352348599581208199000,0.001006643136725938,0.001006643136728272,99,53
520,3,16,1980297251821453960998964426805/1978320614188099642659688262301,7932206267930933069601978092969/7924288720496912770051946702592,0.000998650470712072,0.000998650470714310,144,61
521,3,9,198193132027611523491508408171/197993763303303072021955230726,1011135409457273973276766927937/1010118276448551654491465929629,0.001006437837731078,0.001006437837734794,81,44
521,3,11,8898801730975420112610909727985/8889848320488520861529704682712,898535665976619348950583272251/897631616319391523808955953360,0.001006643136725936,0.001006643136728271,99,53
521,3,16,7810361356616759302195111089770/7802484702706498262085730725129,3965265676254380351957161315277/3961266754313630637965186351028,0.001008996636306290,0.001008996636308409,144,61
522,3,9,4399858390569836480827172640185/4395432434203472787652001764284,1393326547223621753640671518615/1391924956091657626104357477876,0.001006437837732711,0.001006437837734787,81,44
522,3,11,1981914682946150525710589143735/1979938839678219528054202825002,998876560375357519044665221139/997880743782292568031827316376,0.000997433862941918,0.000997433862944507,99,53
522,3,16,36003918560157241173608821337/35967923316057382805458998756,7559574888324800979294740450047/7552017134772435405502034895504,0.001000259161434986,0.001000259161437556,144,61
523,3,9,445021483387216528931853624055/444573817201533030507640662696,1801596542005168229352843058931/1799784238819346256453465194640,0.001006449164413234,0.001006449164415530,81,44
523,3,11,395060814949623603100067818421/394663329788085485567551749330,870709584895108443314521103299/869833532077645431615793729272,0.001006643136725800,0.001006643136728803,99,53
523,3,16,4944142929697350424446224077435/4939356793222695421967539318983,121450983153366883815891359477/121333413538446809294437766640,0.000968510544433412,0.000968510544435558,144,61
524,3,9,349659729092338016582630568485/349307601278086191916233938556,2202293859468399464928557539327/2200076020642378590317484701244,0.001007565958354321,0.001007565958357059,81,44
524,3,11,323039555010624809548354778683/322714533077677650951777492180,2224906861119525019266508990103/2222668300802642542724168866086,0.001006643136725851,0.001006643136728213,99,53
524,3,16,1454344949179305622465664590945/1452881522218842111699233656326,299897007248971674729204283993/299595237461811447018968809434,0.001006751347695458,0.001006751347697582,144,61
525,3,9,2249972513040690000000000000000/2247731868763910084570452335499,4896273784349197965687431619272/4891397810190005351053077223215,0.000996350258680534,0.000996350258683307,81,44
525,3,11,1499984863844541000000000000000/1498492151691499494077741685677,4847165441600066555087470454892/4842341777750586552844208995255,0.000995646969190935,0.000995646969192984,99,53
525,3,16,1123209511655212125000000000000/1122090632072364477833316814247,49512326007469448977788840248/49463004549545234866148660285,0.000996641521257683,0.000996641521259943,144,61
526,3,9,3263490921129745243588137339370/3260208072693476785812867068589,635751744205116254119092461503/635112221476307688430210951092,0.001006437825068620,0.001006437825070630,81,44
526,3,11,66064458447158742200910444317/65997988574814839532562840080,741635613462151908746211886619/740889426696811212786636211830,0.001006643136725128,0.001006643136728173,99,53
526,3,16,4362261932266010269404993153175/4357863283802074983166455398232,336457761981995252569062984071/336118497756026184193266312129,0.001008849925434748,0.001008849925437036,144,61
527,3,9,2966005245050200933670948543735/2963051363772253472210273581326,2702218946437684856666332455613/2699527773194435298686827777128,0.000996408608392751,0.000996408608395220,81,44
527,3,11,660629288867432266217853012305/659966414240803168362416721678,1123709605681737893680819052695/1122582076827265597331413500462,0.001003902527837180,0.001003902527839515,99,53
527,3,16,552707950473405001555098281330/552151800012793200627904561719,200019848298600642777702776137/199818582638014590946731642752,0.001006735031010622,0.001006735031014457,144,61
528,3,9,1981920279073072706603359681210/1979948870723758210515868354389,1012254691334584411750127822072/1011247805552543825682345412959,0.000995191126957524,0.000995191126960928,81,44
528,3,11,4449013940370186524733858170810/4444582656676066202440387268757,75058000210691151380948277995/74983241332228029688183587162,0.000996511144275081,0.000996511144280938,99,53
528,3,16,4937035526044578528890251771835/4932135564783647758455559649724,3973605662650958578928317593541/3969661896455528810914755806304,0.000992983426562444,0.000992983426564771,144,61
529,3,9,495482823843868801272901372265/494984402045627741452329286122,4044587040946814657947145937781/4040518463290664908245274637592,0.001006437825068085,0.001006437825071057,81,44
529,3,11,8898811842235326176398220997430/8889858421575117790606249093713,3999410659717781225596018188859/3995386706108660440579824381228,0.001006643136725942,0.001006643136728046,99,53
529,3,16,484693915877476558142545031615/484205416171541626511362063671,1199589952302654489921975180629/1198380943235802987625961648160,0.001008360169458817,0.001008360169461027,144,61
530,3,9,198193132027611523491508408171/197993763303303072021955230726,92704357205891096272796194754/92611102968244444767843096309,0.001006437837731078,0.001006437837734541,81,44
530,3,11,4895241365332601449507873618765/4890316083621381799948020807774,404528474571225064901282216581/404121463650050184556150893948,0.001006643137669709,0.001006643137671815,99,53
530,3,16,592316030524475671474955314192/591720111987433604598416893155,8988676899212514430635455164385/8979633552566993079263218548336,0.001006588508513328,0.001006588508515114,144,61
531,3,9,396390713804185280586262091137/395991971879425200000000000000,8098208305632862741337796887299/8090062062407548929432418086576,0.001006437837731864,0.001006437837734525,81,44
531,3,11,4399757880893332773876135048350/4395331123275680733074429266389,150132806923971115596856897195/149981752805834154145280643576,0.001006643136724980,0.001006643136731523,99,53
531,3,16,263655294178081265370270352100/263389401038311293025424048913,4487759227432850845528064333321/4483233377135644082787214849980,0.001008996636306330,0.001008996636308209,144,61
532,3,9,9791469718217320271977808568395/9781620170040213140372968213038,337798399461296013148327563010/337458597398336805172180475481,0.001006437825068603,0.001006437825071372,81,44
532,3,11,296627393367569402917116442249/296331674665188997276222695867,1801586367212571467637743599265/1799790299841005459021627488224,0.000997433862942390,0.000997433862945830,99,53
532,3,16,24447129142849639748525122360/24422529347654051137881884139,900089331998282660871184586761/899183621839203810524775316752,0.001006751347694621,0.001006751347699154,144,61
533,3,9,2224700705939963831586677253430/2222462809312697402158385256021,734113130838392876888787134333/733374663279519763772706291714,0.001006437837732440,0.001006437837734610,81,44
533,3,11,658434691582590623237780611960/657772216313360641614097982721,60053102303584486982424639673/59992680676921490608732270472,0.001006643136725650,0.001006643136728327,99,53
533,3,16,1973691603774612306900639182800/1971828934599783044180267299683,280475091780709812340919562023/280210393736309526298896013488,0.000944194458041267,0.000944194458043198,144,61
534,3,9,4845488288879483481697979447020/4840608598545755509307614861569,808908215727338542159768782713/808093597805296283281743138168,0.001007565958354249,0.001007565958356617,81,44
534,3,11,8898811852510980339559883813675/8889858431840432527335534031758,4044545680281927510158577441587/4040476314674802095235823813440,0.001006643136726022,0.001006643136728168,99,53
534,3,16,3959012974794713710929365653225/3955048569016179054788178316782,4416218260671076875886952306821/4411796026820527029061385247060,0.001001863856677935,0.001001863856679571,144,61
535,3,9,126673312828697718750000000000/126547164694993174172954250017,2448136916103256914586774636108/2445698928999865297703563409745,0.000996350258667307,0.000996350258669347,81,44
535,3,11,901784322225436500000000000000/900886910142178905334004599153,612041095586686166920453305763/611432021930053976045910524055,0.000995647061182235,0.000995647061185355,99,53
535,3,16,4455340893474741000000000000000/4450902727746436634505664991897,49512326007469448977788840248/49463004549545234866148660285,0.000996641521257396,0.000996641521259943,144,61
536,3,9,1321291254979515389845252268045/1319962126420667156227596131823,444379030831115388843258378943/443932015944271567192877719048,0.001006437837732218,0.001006437837734714,81,44
536,3,11,1839340164004725768030825560569/1837489536469555544788260442182,505568209976751005599712117000/505059539275919661974290560411,0.001006643136725242,0.001006643136727209,99,53
536,3,16,497966297086882166269842415/497468937985222268904719524,4487180053038083774140471967243/4482698344430039915625591988428,0.000999279763310329,0.000999279763312468,144,61
537,3,9,990969368262204350319813011725/989972520910541469865790987571,3594189173104812554597342470075/3590573664822375581907286547124,0.001006437837732650,0.001006437837735013,81,44
537,3,11,152456442570361002836147221405/152303050557259632876552807996,741635613462151908746211886619/740889426696811212786636211830,0.001006643136725532,0.001006643136728173,99,53
537,3,16,4857734587646493860742472108525/4852838710393156138602258573039,600012149297932783382138451347/599407425886128888763445121744,0.001008360169459016,0.001008360169460853,144,61
538,3,9,4449007976013890409900597116155/4444577602011349128246382536096,900705872655675959181474193583/899808939248571965025211987908,0.000996307806373315,0.000996307806375569,81,44
538,3,11,99097698795702150174659216387/98997992969856300000000000000,1797091966049190635643755647417/1795283845974015918870694953978,0.001006643136726347,0.001006643136727750,99,53
538,3,16,271523546286948858410273589725/271250199282277576330500839337,1282237676808787090288970096711/1280946828066473459278462454280,0.001007222733272665,0.001007222733274677,144,61
539,3,9,990954628755823798313457283915/989968941149138717754269044863,2022296055753968611827692340017/2020284508402182995533505190996,0.000995179928201938,0.000995179928206269,81,44
539,3,11,9789487838532353992422982165450/9779737363940017428411133441521,4494486502443950680010334127049/4490009927451407580395857187256,0.000996511134021231,0.000996511134023493,99,53
539,3,16,1645663430928906573546067231075/1644004845838930128443243511462,1199589952302654489921975180629/1198380943235802687659395383336,0.001008360169458866,0.001008360169461278,144,61
540,3,9,161523276751460042400090245071/161360795391472093611459637152,112600730977043869827053162431/112487462349309000000000000000,0.001006437837732887,0.001006437837737855,81,44
540,3,11,3263826566631448884114206755250/3260542711131288371980800830349,124981726714314229293887349997/124855978019549840965547174439,0.001006643136726044,0.001006643136728206,99,53
540,3,16,548568845266766255662103742700/548020320471724425202218377907,1472072584158719936906518644809/1470600629782380444376014168780,0.001000419952938764,0.001000419952940697,144,61
541,3,9,4449401480233019745373429480490/4444925686909665357066400149309,100088415075434098675496427799/99987732981015064232028843748,0.001006437837746613,0.001006437837749450,81,44
541,3,11,990957843295343758604655836965/989969921161096131432806900994,1348183402197576905023946457941/1346839348832365540472248830708,0.000997433862939036,0.000997433862944616,99,53
541,3,16,9774833228005939688409386373310/9764991317772061331532136159221,2961800609542710002033946827707/2958818484420993702960384107208,0.001007369441123958,0.001007369441125971,144,61
542,3,9,9790472758649669156883180882920/9780624102439764011868335388081,3999410764219897042631867687003/3995387585500127895714210735456,0.001006449164413191,0.001006449164415317,81,44
542,3,11,271960656675491198785738170385/271687027093509599912362442742,150133572858034753210034451515/149982517969122327156224659728,0.001006643137669640,0.001006643137672554,99,53
542,3,16,2428867305551076623842859418215/2426419722444226780116725502984,1800181290676863597942640137665/1798367237967492949350433850208,0.001008213644246707,0.001008213644248741,144,61
543,3,9,6916860503240959288394023050700/6909902615040471515114694532953,2024557104299762744182790441513/2022520538435719637038929700320,0.001006437837732516,0.001006437837734487,81,44
543,3,11,1688014248016192777988061440/1686315875029904503781683299,299260647448104031746629498419/298959550345349461416223078256,0.001006643136725966,0.001006643136728170,99,53
543,3,16,2964722223559277770749023264570/2961737156774808417988054344483,2961800609542710002033946827707/2958818484420993702960384107208,0.001007369441123724,0.001007369441125971,144,61
544,3,9,1958094482917092892862731183516/1956122567157282476734924116201,734104677712231602061622743285/733365391331536747143875755098,0.001007565958354423,0.001007565958356544,81,44
544,3,11,3963866493669825561306841731940/3959878302348566510873334304809,4449813675634661453718268541375/4445336555047786750663769506368,0.001006643136725630,0.001006643136728243,99,53
544,3,16,181339571737785343426904153215/181158570239876704963333460727,7536115084059479051311097881913/7528593018657216960320068977480,0.000998634155548719,0.000998634155551041,144,61
545,3,9,2249977727655211500000000000000/2247737078185467129337293331237,1101418026774200301700902625201/1100321175153257545690216889485,0.000996350258666911,0.000996350258669018,81,44
545,3,11,224864455692243600000000000000/224640681476635325338736935507,824397363613897454840385994942/823576963285065003788237533745,0.000995647059802393,0.000995647059804648,99,53
545,3,16,209971415274536500000000000000/209761919207107317468555320877,4859141195541061833537448862596/4854293054806192525580442935785,0.000998234200694629,0.000998234200696250,144,61
546,3,9,6916860503240959288394023050700/6909902615040471515114694532953,2024557104299762744182790441513/2022520538435719637038929700320,0.001006437837732516,0.001006437837734487,81,44
546,3,11,2904555866581538033640999056800/2901633486496913024334776867751,2699410154571871779839511528859/2696694179104936236384142991424,0.001006643136725674,0.001006643136728715,99,53
546,3,16,271523546286948858410273589725/271250199282277576330500839337,1282237676808787090288970096711/1280946828066473459278462454280,0.001007222733272665,0.001007222733274677,144,61
547,3,9,2447618189662417289220795220730/2445156025609941250462066271661,3594143764924575381926042160415/3590528261650892997870323246436,0.001006449164413090,0.001006449164415463,81,44
547,3,11,1979742714478367702937302228135/1977750822792609363528393790077,2020062662100755485006460614117/2018030203038305178173667732336,0.001006643136724166,0.001006643136727215,99,53
