stream,N,L,forbidden_word,word_count_N,frequency_denominator,contained_sample_size,contaminated_starts,t15_integer_bound,bound_holds,forbidden_starts,contamination_fraction
t2_sparse_island,1000,4,11,0,1000,997,0,0,true,997,0/997
t2_sparse_island,1000,4,000,986,1000,997,988,4930,true,9,988/997
t2_sparse_island,1000,4,001,0,1000,997,0,0,true,997,0/997
t2_sparse_island,1000,4,012,0,1000,997,0,0,true,997,0/997
t2_sparse_island,1000,4,123,0,1000,997,0,0,true,997,0/997
t2_sparse_island,1000,4,0000,982,1000,997,979,4910,true,18,979/997
t2_sparse_island,1000,4,0123,0,1000,997,0,0,true,997,0/997
t2_sparse_island,1000,8,0,995,1000,993,993,8955,true,0,993/993
t2_sparse_island,1000,8,1,1,1000,993,2,9,true,991,2/993
t2_sparse_island,1000,8,00,990,1000,993,993,8910,true,0,993/993
t2_sparse_island,1000,8,01,1,1000,993,1,9,true,992,1/993
t2_sparse_island,1000,8,11,0,1000,993,0,0,true,993,0/993
t2_sparse_island,1000,8,000,986,1000,993,993,8874,true,0,993/993
t2_sparse_island,1000,8,001,0,1000,993,0,0,true,993,0/993
t2_sparse_island,1000,8,012,0,1000,993,0,0,true,993,0/993
t2_sparse_island,1000,8,123,0,1000,993,0,0,true,993,0/993
t2_sparse_island,1000,8,0000,982,1000,993,993,8838,true,0,993/993
t2_sparse_island,1000,8,0123,0,1000,993,0,0,true,993,0/993
t2_sparse_island,1000,16,0,995,1000,985,985,16915,true,0,985/985
t2_sparse_island,1000,16,1,1,1000,985,2,17,true,983,2/985
t2_sparse_island,1000,16,00,990,1000,985,985,16830,true,0,985/985
t2_sparse_island,1000,16,01,1,1000,985,1,17,true,984,1/985
t2_sparse_island,1000,16,11,0,1000,985,0,0,true,985,0/985
t2_sparse_island,1000,16,000,986,1000,985,985,16762,true,0,985/985
t2_sparse_island,1000,16,001,0,1000,985,0,0,true,985,0/985
t2_sparse_island,1000,16,012,0,1000,985,0,0,true,985,0/985
t2_sparse_island,1000,16,123,0,1000,985,0,0,true,985,0/985
t2_sparse_island,1000,16,0000,982,1000,985,985,16694,true,0,985/985
t2_sparse_island,1000,16,0123,0,1000,985,0,0,true,985,0/985
t2_sparse_island,1000,32,0,995,1000,969,969,32835,true,0,969/969
t2_sparse_island,1000,32,1,1,1000,969,2,33,true,967,2/969
t2_sparse_island,1000,32,00,990,1000,969,969,32670,true,0,969/969
t2_sparse_island,1000,32,01,1,1000,969,1,33,true,968,1/969
t2_sparse_island,1000,32,11,0,1000,969,0,0,true,969,0/969
t2_sparse_island,1000,32,000,986,1000,969,969,32538,true,0,969/969
t2_sparse_island,1000,32,001,0,1000,969,0,0,true,969,0/969
t2_sparse_island,1000,32,012,0,1000,969,0,0,true,969,0/969
t2_sparse_island,1000,32,123,0,1000,969,0,0,true,969,0/969
t2_sparse_island,1000,32,0000,982,1000,969,969,32406,true,0,969/969
t2_sparse_island,1000,32,0123,0,1000,969,0,0,true,969,0/969
t2_sparse_island,3000,1,0,2994,3000,3000,2994,5988,true,6,2994/3000
t2_sparse_island,3000,1,1,1,3000,3000,1,2,true,2999,1/3000
t2_sparse_island,3000,1,00,2988,3000,3000,0,5976,true,3000,0/3000
t2_sparse_island,3000,1,01,1,3000,3000,0,2,true,3000,0/3000
t2_sparse_island,3000,1,11,0,3000,3000,0,0,true,3000,0/3000
t2_sparse_island,3000,1,000,2983,3000,3000,0,5966,true,3000,0/3000
t2_sparse_island,3000,1,001,0,3000,3000,0,0,true,3000,0/3000
t2_sparse_island,3000,1,012,0,3000,3000,0,0,true,3000,0/3000
t2_sparse_island,3000,1,123,0,3000,3000,0,0,true,3000,0/3000
t2_sparse_island,3000,1,0000,2978,3000,3000,0,5956,true,3000,0/3000
t2_sparse_island,3000,1,0123,0,3000,3000,0,0,true,3000,0/3000
t2_sparse_island,3000,2,0,2994,3000,2999,2999,8982,true,0,2999/2999
t2_sparse_island,3000,2,1,1,3000,2999,2,3,true,2997,2/2999
t2_sparse_island,3000,2,00,2988,3000,2999,2987,8964,true,12,2987/2999
t2_sparse_island,3000,2,01,1,3000,2999,1,3,true,2998,1/2999
t2_sparse_island,3000,2,11,0,3000,2999,0,0,true,2999,0/2999
t2_sparse_island,3000,2,000,2983,3000,2999,0,8949,true,2999,0/2999
t2_sparse_island,3000,2,001,0,3000,2999,0,0,true,2999,0/2999
t2_sparse_island,3000,2,012,0,3000,2999,0,0,true,2999,0/2999
t2_sparse_island,3000,2,123,0,3000,2999,0,0,true,2999,0/2999
t2_sparse_island,3000,2,0000,2978,3000,2999,0,8934,true,2999,0/2999
t2_sparse_island,3000,2,0123,0,3000,2999,0,0,true,2999,0/2999
t2_sparse_island,3000,4,0,2994,3000,2997,2997,14970,true,0,2997/2997
t2_sparse_island,3000,4,1,1,3000,2997,2,5,true,2995,2/2997
t2_sparse_island,3000,4,00,2988,3000,2997,2997,14940,true,0,2997/2997
t2_sparse_island,3000,4,01,1,3000,2997,1,5,true,2996,1/2997
t2_sparse_island,3000,4,11,0,3000,2997,0,0,true,2997,0/2997
t2_sparse_island,3000,4,000,2983,3000,2997,2986,14915,true,11,2986/2997
t2_sparse_island,3000,4,001,0,3000,2997,0,0,true,2997,0/2997
t2_sparse_island,3000,4,012,0,3000,2997,0,0,true,2997,0/2997
t2_sparse_island,3000,4,123,0,3000,2997,0,0,true,2997,0/2997
t2_sparse_island,3000,4,0000,2978,3000,2997,2975,14890,true,22,2975/2997
t2_sparse_island,3000,4,0123,0,3000,2997,0,0,true,2997,0/2997
t2_sparse_island,3000,8,0,2994,3000,2993,2993,26946,true,0,2993/2993
t2_sparse_island,3000,8,1,1,3000,2993,2,9,true,2991,2/2993
t2_sparse_island,3000,8,00,2988,3000,2993,2993,26892,true,0,2993/2993
t2_sparse_island,3000,8,01,1,3000,2993,1,9,true,2992,1/2993
t2_sparse_island,3000,8,11,0,3000,2993,0,0,true,2993,0/2993
t2_sparse_island,3000,8,000,2983,3000,2993,2993,26847,true,0,2993/2993
t2_sparse_island,3000,8,001,0,3000,2993,0,0,true,2993,0/2993
t2_sparse_island,3000,8,012,0,3000,2993,0,0,true,2993,0/2993
t2_sparse_island,3000,8,123,0,3000,2993,0,0,true,2993,0/2993
t2_sparse_island,3000,8,0000,2978,3000,2993,2993,26802,true,0,2993/2993
t2_sparse_island,3000,8,0123,0,3000,2993,0,0,true,2993,0/2993
t2_sparse_island,3000,16,0,2994,3000,2985,2985,50898,true,0,2985/2985
t2_sparse_island,3000,16,1,1,3000,2985,2,17,true,2983,2/2985
t2_sparse_island,3000,16,00,2988,3000,2985,2985,50796,true,0,2985/2985
t2_sparse_island,3000,16,01,1,3000,2985,1,17,true,2984,1/2985
t2_sparse_island,3000,16,11,0,3000,2985,0,0,true,2985,0/2985
t2_sparse_island,3000,16,000,2983,3000,2985,2985,50711,true,0,2985/2985
t2_sparse_island,3000,16,001,0,3000,2985,0,0,true,2985,0/2985
t2_sparse_island,3000,16,012,0,3000,2985,0,0,true,2985,0/2985
t2_sparse_island,3000,16,123,0,3000,2985,0,0,true,2985,0/2985
t2_sparse_island,3000,16,0000,2978,3000,2985,2985,50626,true,0,2985/2985
t2_sparse_island,3000,16,0123,0,3000,2985,0,0,true,2985,0/2985
t2_sparse_island,3000,32,0,2994,3000,2969,2969,98802,true,0,2969/2969
t2_sparse_island,3000,32,1,1,3000,2969,2,33,true,2967,2/2969
t2_sparse_island,3000,32,00,2988,3000,2969,2969,98604,true,0,2969/2969
t2_sparse_island,3000,32,01,1,3000,2969,1,33,true,2968,1/2969
t2_sparse_island,3000,32,11,0,3000,2969,0,0,true,2969,0/2969
t2_sparse_island,3000,32,000,2983,3000,2969,2969,98439,true,0,2969/2969
t2_sparse_island,3000,32,001,0,3000,2969,0,0,true,2969,0/2969
t2_sparse_island,3000,32,012,0,3000,2969,0,0,true,2969,0/2969
t2_sparse_island,3000,32,123,0,3000,2969,0,0,true,2969,0/2969
t2_sparse_island,3000,32,0000,2978,3000,2969,2969,98274,true,0,2969/2969
t2_sparse_island,3000,32,0123,0,3000,2969,0,0,true,2969,0/2969
t2_sparse_island,10000,1,0,9992,10000,10000,9992,19984,true,8,9992/10000
t2_sparse_island,10000,1,1,1,10000,10000,1,2,true,9999,1/10000
t2_sparse_island,10000,1,00,9984,10000,10000,0,19968,true,10000,0/10000
t2_sparse_island,10000,1,01,1,10000,10000,0,2,true,10000,0/10000
t2_sparse_island,10000,1,11,0,10000,10000,0,0,true,10000,0/10000
t2_sparse_island,10000,1,000,9977,10000,10000,0,19954,true,10000,0/10000
t2_sparse_island,10000,1,001,0,10000,10000,0,0,true,10000,0/10000
t2_sparse_island,10000,1,012,0,10000,10000,0,0,true,10000,0/10000
t2_sparse_island,10000,1,123,0,10000,10000,0,0,true,10000,0/10000
t2_sparse_island,10000,1,0000,9970,10000,10000,0,19940,true,10000,0/10000
t2_sparse_island,10000,1,0123,0,10000,10000,0,0,true,10000,0/10000
t2_sparse_island,10000,2,0,9992,10000,9999,9999,29976,true,0,9999/9999
t2_sparse_island,10000,2,1,1,10000,9999,2,3,true,9997,2/9999
t2_sparse_island,10000,2,00,9984,10000,9999,9983,29952,true,16,9983/9999
t2_sparse_island,10000,2,01,1,10000,9999,1,3,true,9998,1/9999
t2_sparse_island,10000,2,11,0,10000,9999,0,0,true,9999,0/9999
t2_sparse_island,10000,2,000,9977,10000,9999,0,29931,true,9999,0/9999
t2_sparse_island,10000,2,001,0,10000,9999,0,0,true,9999,0/9999
t2_sparse_island,10000,2,012,0,10000,9999,0,0,true,9999,0/9999
t2_sparse_island,10000,2,123,0,10000,9999,0,0,true,9999,0/9999
t2_sparse_island,10000,2,0000,9970,10000,9999,0,29910,true,9999,0/9999
t2_sparse_island,10000,2,0123,0,10000,9999,0,0,true,9999,0/9999
t2_sparse_island,10000,4,0,9992,10000,9997,9997,49960,true,0,9997/9997
t2_sparse_island,10000,4,1,1,10000,9997,2,5,true,9995,2/9997
t2_sparse_island,10000,4,00,9984,10000,9997,9997,49920,true,0,9997/9997
t2_sparse_island,10000,4,01,1,10000,9997,1,5,true,9996,1/9997
t2_sparse_island,10000,4,11,0,10000,9997,0,0,true,9997,0/9997
t2_sparse_island,10000,4,000,9977,10000,9997,9982,49885,true,15,9982/9997
t2_sparse_island,10000,4,001,0,10000,9997,0,0,true,9997,0/9997
t2_sparse_island,10000,4,012,0,10000,9997,0,0,true,9997,0/9997
t2_sparse_island,10000,4,123,0,10000,9997,0,0,true,9997,0/9997
t2_sparse_island,10000,4,0000,9970,10000,9997,9967,49850,true,30,9967/9997
t2_sparse_island,10000,4,0123,0,10000,9997,0,0,true,9997,0/9997
t2_sparse_island,10000,8,0,9992,10000,9993,9993,89928,true,0,9993/9993
t2_sparse_island,10000,8,1,1,10000,9993,2,9,true,9991,2/9993
t2_sparse_island,10000,8,00,9984,10000,9993,9993,89856,true,0,9993/9993
t2_sparse_island,10000,8,01,1,10000,9993,1,9,true,9992,1/9993
t2_sparse_island,10000,8,11,0,10000,9993,0,0,true,9993,0/9993
t2_sparse_island,10000,8,000,9977,10000,9993,9993,89793,true,0,9993/9993
t2_sparse_island,10000,8,001,0,10000,9993,0,0,true,9993,0/9993
t2_sparse_island,10000,8,012,0,10000,9993,0,0,true,9993,0/9993
t2_sparse_island,10000,8,123,0,10000,9993,0,0,true,9993,0/9993
t2_sparse_island,10000,8,0000,9970,10000,9993,9993,89730,true,0,9993/9993
t2_sparse_island,10000,8,0123,0,10000,9993,0,0,true,9993,0/9993
t2_sparse_island,10000,16,0,9992,10000,9985,9985,169864,true,0,9985/9985
t2_sparse_island,10000,16,1,1,10000,9985,2,17,true,9983,2/9985
t2_sparse_island,10000,16,00,9984,10000,9985,9985,169728,true,0,9985/9985
t2_sparse_island,10000,16,01,1,10000,9985,1,17,true,9984,1/9985
t2_sparse_island,10000,16,11,0,10000,9985,0,0,true,9985,0/9985
t2_sparse_island,10000,16,000,9977,10000,9985,9985,169609,true,0,9985/9985
t2_sparse_island,10000,16,001,0,10000,9985,0,0,true,9985,0/9985
t2_sparse_island,10000,16,012,0,10000,9985,0,0,true,9985,0/9985
t2_sparse_island,10000,16,123,0,10000,9985,0,0,true,9985,0/9985
t2_sparse_island,10000,16,0000,9970,10000,9985,9985,169490,true,0,9985/9985
t2_sparse_island,10000,16,0123,0,10000,9985,0,0,true,9985,0/9985
t2_sparse_island,10000,32,0,9992,10000,9969,9969,329736,true,0,9969/9969
t2_sparse_island,10000,32,1,1,10000,9969,2,33,true,9967,2/9969
t2_sparse_island,10000,32,00,9984,10000,9969,9969,329472,true,0,9969/9969
t2_sparse_island,10000,32,01,1,10000,9969,1,33,true,9968,1/9969
t2_sparse_island,10000,32,11,0,10000,9969,0,0,true,9969,0/9969
t2_sparse_island,10000,32,000,9977,10000,9969,9969,329241,true,0,9969/9969
t2_sparse_island,10000,32,001,0,10000,9969,0,0,true,9969,0/9969
t2_sparse_island,10000,32,012,0,10000,9969,0,0,true,9969,0/9969
t2_sparse_island,10000,32,123,0,10000,9969,0,0,true,9969,0/9969
t2_sparse_island,10000,32,0000,9970,10000,9969,9969,329010,true,0,9969/9969
t2_sparse_island,10000,32,0123,0,10000,9969,0,0,true,9969,0/9969
